,index,Tags,text,top9_topic_bert,top9_topic,top9_topic_bert_str,top9_descricao,top9_tags_descricao,mean_similarity_top9_descricao
428,d761637d43ee0324.json,[],"['workflow test', 'Raw reads', 'Input dataset', 'adapters', 'contaminants', 'input_file', 'limits', 'FastQC', 'html_file', 'text_file', 'fastqc', 'readtype', 'Trimmomatic', 'fastq_out', 'trimmomatic', 'adv', 'input_options', 'StringTie', 'output_gtf', 'stringtie', 'library', 'HISAT2', 'output_alignments', 'hisat2', 'input', 'Samtools view', 'outputsam', 'samtools_view', 'alignment', 'featureCounts', 'output_short', 'output_summary', 'featurecounts', 'edgeR', 'outTables', 'outReport', 'edger', 'batch_factors', 'DESeq2', 'deseq_out', 'plots', 'deseq2', 'runtime parameter for tool FastQC', 'runtime parameter for tool FastQC', 'runtime parameter for tool FastQC', 'runtime parameter for tool FastQC', 'runtime parameter for tool Trimmomatic', 'runtime parameter for tool StringTie', 'runtime parameter for tool StringTie', 'runtime parameter for tool HISAT2', 'runtime parameter for tool Samtools view', 'runtime parameter for tool featureCounts', 'runtime parameter for tool DESeq2', 'Raw reads', 'FastQC on input dataset(s): Webpage', 'FastQC on input dataset(s): RawData', 'StringTie on input dataset(s): Assembled transcripts', 'HISAT2 on input dataset(s): aligned reads (BAM)', 'Samtools view on input dataset(s): filtered alignments', 'featureCounts on input dataset(s): Counts', 'featureCounts on input dataset(s): Summary', 'edgeR on input dataset(s): Tables', 'edgeR on input dataset(s): Report', 'DESeq2 result file on input dataset(s)', 'DESeq2 plots on input dataset(s)']","['stringtie', 'transcripts', 'filtered', 'assembled', 'alignments', 'on', 'dataset', 'input', 'samtools', 'view']",-1,stringtie transcripts filtered assembled alignments on dataset input samtools view,"[682, 389, 299, 56, 691, 760, 874, 474, 235]","[[], [], [], [], [], ['Fasta', 'NGS', 'Genome', 'Draft'], [], [], []]",0.90007347
429,c50f10ecd1ac2ff9.json,"['aptamer', 'SELEX']","['Persistence NrD Analysis Workflow: 2 rounds', 'Cut', 'out_file1', 'Cut', 'out_file1', 'Filter', 'out_file1', 'Filter', 'out_file1', 'Count', 'out_file1', 'Count', 'out_file1', 'Sort', 'out_file1', 'Sort', 'out_file1', 'Compute', 'out_file1', 'column_maker', 'Compute', 'out_file1', 'column_maker', 'Plotting tool', 'out_file_pdf', 'out_file_png', 'xy_plot', 'aptamer', 'SELEX']","['sort', 'filter', 'cut', 'count', 'compute', 'analysis', 'aptamer', 'workflow', 'tool', 'selex']",0,sort filter cut count compute analysis aptamer workflow tool selex,"[544, 534, 858, 806, 272, 743, 703, 847, 885]","[[], [], [], [], ['mpxv', 'generic'], [], [], [], []]",0.8876264
430,6783f54acee9df33.json,[],"[""'cut' workflow: no column reassignment (starts okay)"", 'Input dataset', 'input', 'Cut', 'out_file1', 'runtime parameter for tool Cut']","['starts', 'reassignment', 'okay', 'no', 'dataset', 'workflow', 'column', 'input', 'cut', '']",-1,starts reassignment okay no dataset workflow column input cut ,"[325, 313, 694, 659, 59, 970, 99, 609, 637]","[[], [], [], [], [], [], [], [], []]",0.8530534
431,bc461addefad698a.json,[],"['Find exons with the highest number of features', 'Exons', 'Input dataset', 'Features', 'Input dataset', 'Join', 'output', 'join', 'Group', 'out_file1', 'Sort', 'outfile', 'text_processing', 'input', 'Select first', 'out_file1', 'input1', 'input2', 'Compare two Datasets', 'out_file1', 'runtime parameter for tool Select first', 'runtime parameter for tool Compare two Datasets', 'runtime parameter for tool Compare two Datasets', 'Exons', 'Features']","['select', 'first', '', '', '', '', '', '', '', '']",-1,select first        ,"[513, 978, 917, 915, 846, 519, 308, 35, 796]","[['kaffashow'], [], [], [], ['ChIP'], [], [], [], []]",0.7557653
432,5de035c08af915ea.json,"['fastq', 'paired-end', 'formatting']","['copy: paired w/out candidates (MOD)', 'Forward Reads. Raw', 'Input dataset', 'Reverse Reads, Raw', 'Input dataset', 'Forward Reads, Post-QC', 'Input dataset', 'Reverse Reads, Post-QC', 'Input dataset', 'FASTQ to Tabular', 'output_file', 'fastq_to_tabular', 'FASTQ to Tabular', 'output_file', 'fastq_to_tabular', 'FASTQ to Tabular', 'output_file', 'fastq_to_tabular', 'FASTQ to Tabular', 'output_file', 'fastq_to_tabular', 'Add column', 'out_file1', 'Add column', 'out_file1', 'Join two Datasets', 'out_file1', 'Join two Datasets', 'out_file1', 'Compare two Datasets', 'out_file1', 'Compare two Datasets', 'out_file1', 'Compare two Datasets', 'out_file1', 'Tabular to FASTQ', 'output_file', 'tabular_to_fastq', 'Compare two Datasets', 'out_file1', 'Tabular to FASTQ', 'output_file', 'tabular_to_fastq', 'Tabular to FASTQ', 'output_file', 'tabular_to_fastq', 'Tabular to FASTQ', 'output_file', 'tabular_to_fastq', 'fastq', 'paired-end', 'formatting']","['output_file', 'out_file1', 'datasets', 'two', 'reads', 'dataset', 'compare', 'input', 'join', 'forward']",0,output_file out_file1 datasets two reads dataset compare input join forward,"[405, 251, 478, 136, 762, 61, 809, 461, 331]","[[], [], [], [], [], [], [], [], ['name:test']]",0.93414795
433,dfa8c64634aec75c.json,[],"['sonnn', 'SRR100925_1.fastq', 'Input dataset', 'SRR100925_2.fastq', 'Input dataset', 'SnpEff download:', 'snpeff_db', 'snpeff', 'fastp', 'out1', 'out2', 'report_html', 'fastp', 'fastp', 'out1', 'out2', 'report_json', 'fastp', 'Map with BWA-MEM', 'bam_output', 'bwa', 'MarkDuplicates', 'metrics_file', 'outFile', 'picard', 'Realign reads', 'realigned', 'lofreq_viterbi', 'MultiQC', 'stats', 'html_report', 'multiqc', 'Insert indel qualities', 'output', 'lofreq_indelqual', 'Call variants', 'variants', 'lofreq_call', 'SnpEff eff:', 'snpeff_output', 'statsFile', 'csvFile', 'snpeff', 'SnpSift Extract Fields', 'output', 'snpsift', 'bcftools view', 'output_file', 'bcftools_view', 'SRR100925_1.fastq', 'SRR100925_2.fastq']","['snpeff', 'snpsift', 'snpeff_output', 'snpeff_db', 'fields', 'extract', 'eff', 'download', '', '']",0,snpeff snpsift snpeff_output snpeff_db fields extract eff download  ,"[864, 558, 194, 28, 934, 628, 984, 1006, 440]","[[], [], [], [], ['mpvx', 'generic'], [], ['variant-calling'], [], []]",0.89204174
434,a86b1f1682bb4a62.json,[],"[""GDS Capstone'"", 'EBI SRA: SRX683794 File: ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/006/SRR1554536/SRR1554536_1.fastq.gz', 'Input dataset', 'EBI SRA: SRX683794 File: ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/006/SRR1554536/SRR1554536_2.fastq.gz', 'Input dataset', 'EBI SRA: PRJNA245228 File: ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/005/SRR1554535/SRR1554535_1.fastq.gz', 'Input dataset', 'EBI SRA: PRJNA245228 File: ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/005/SRR1554535/SRR1554535_2.fastq.gz', 'Input dataset', 'EBI SRA: PRJNA245228 File: ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/007/SRR1554537/SRR1554537_1.fastq.gz', 'Input dataset', 'EBI SRA: PRJNA245228 File: ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/007/SRR1554537/SRR1554537_2.fastq.gz', 'Input dataset', 'EBI SRA: PRJNA245228 File: ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/008/SRR1554538/SRR1554538_1.fastq.gz', 'Input dataset', 'EBI SRA: PRJNA245228 File: ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/008/SRR1554538/SRR1554538_2.fastq.gz', 'Input dataset', 'EBI SRA: PRJNA245228 File: ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/009/SRR1554539/SRR1554539_1.fastq.gz', 'Input dataset', 'EBI SRA: PRJNA245228 File: ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/009/SRR1554539/SRR1554539_2.fastq.gz', 'Input dataset', 'EBI SRA: PRJNA245228 File: ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/001/SRR1554541/SRR1554541_1.fastq.gz', 'Input dataset', 'EBI SRA: PRJNA245228 File: ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/001/SRR1554541/SRR1554541_2.fastq.gz', 'Input dataset', 'imported:  iGenomes UCSC hg19, chr19 gene annotation', 'Input dataset', 'HISAT2', 'output_alignments', 'hisat2', 'HISAT2', 'output_alignments', 'hisat2', 'HISAT2', 'output_alignments', 'hisat2', 'HISAT2', 'output_alignments', 'hisat2', 'HISAT2', 'output_alignments', 'hisat2', 'HISAT2', 'output_alignments', 'hisat2', 'htseq-count', 'counts', 'othercounts', 'htseq_count', 'FastQC', 'html_file', 'text_file', 'fastqc', 'htseq-count', 'counts', 'othercounts', 'htseq_count', 'FastQC', 'html_file', 'text_file', 'fastqc', 'htseq-count', 'counts', 'othercounts', 'htseq_count', 'FastQC', 'html_file', 'text_file', 'fastqc', 'htseq-count', 'counts', 'othercounts', 'htseq_count', 'FastQC', 'html_file', 'text_file', 'fastqc', 'htseq-count', 'counts', 'othercounts', 'htseq_count', 'FastQC', 'html_file', 'text_file', 'fastqc', 'htseq-count', 'counts', 'othercounts', 'htseq_count', 'FastQC', 'html_file', 'text_file', 'fastqc']","['gene', 'hg19', 'igenomes', 'ucsc', 'srr1554541_1', 'chr19', 'annotation', 'imported', '001', 'srr1554541']",-1,gene hg19 igenomes ucsc srr1554541_1 chr19 annotation imported 001 srr1554541,"[385, 759, 648, 552, 92, 424, 940, 471, 162]","[[], [], [], ['COVID-19', 'ARTIC', 'covid19.galaxyproject.org', 'testingmaximus', 'name:v2.1.0+galaxy3'], [], [], [], [], []]",0.8592293
435,43ca7614f6bb03d2.json,[],"['Genomics Galaxy Project', 'Input Dataset', 'Input dataset', 'Input Dataset', 'Input dataset', 'Input Dataset', 'Input dataset', 'Input Dataset', 'Input dataset', 'Input Dataset', 'Input dataset', 'Input Dataset', 'Input dataset', 'FastQC', 'html_file', 'text_file', 'fastqc', 'FastQC', 'html_file', 'text_file', 'fastqc', 'Map with BWA-MEM', 'bam_output', 'bwa', 'FastQC', 'html_file', 'text_file', 'fastqc', 'FastQC', 'html_file', 'text_file', 'fastqc', 'Map with BWA-MEM', 'bam_output', 'bwa', 'FastQC', 'html_file', 'text_file', 'fastqc', 'FastQC', 'html_file', 'text_file', 'fastqc', 'Map with BWA-MEM', 'bam_output', 'bwa', 'AddOrReplaceReadGroups', 'outFile', 'picard', 'AddOrReplaceReadGroups', 'outFile', 'picard', 'AddOrReplaceReadGroups', 'outFile', 'picard', 'MergeSamFiles', 'outFile', 'picard', 'Filter', 'out_file2', 'out_file1', 'bamtools_filter', 'MarkDuplicates', 'metrics_file', 'outFile', 'picard', 'CleanSam', 'outFile', 'picard', 'FreeBayes', 'output_vcf', 'freebayes', 'VCFfilter:', 'out_file1', 'vcffilter', 'VCFfilter:', 'out_file1', 'vcffilter', 'VCFfilter:', 'out_file1', 'vcffilter', 'VCFfilter:', 'out_file1', 'vcffilter', 'VCFfilter:', 'out_file1', 'vcffilter', 'ANNOVAR Annotate VCF', 'output', 'table_annovar', 'Group', 'out_file1', 'Sort', 'out_file1']","['markduplicates', '', '', '', '', '', '', '', '', '']",-1,markduplicates         ,"[157, 460, 214, 349, 316, 337, 383, 358, 158]","[[], [], [], [], ['bwa-mem', 'cleansam', 'fixmate', 'hg19', 'markduplicate', 'filtersam'], [], [], [], []]",0.8527679
436,f21d576695f9fe77.json,['Hi-C'],"['Lucille Delisle', 'Hi-C_juicermediumtabixToCool_c (release v0.1)', 'Bin size in bp', 'Input parameter', 'genome name', 'Input parameter', 'Juicer Medium Tabix with validPairs', 'Input dataset collection', 'Interactions to consider to calculate weights in normalization step', 'Input parameter', 'cooler_makebins', 'output', 'cooler_makebins', 'cooler_cload_tabix', 'output', 'cooler_cload_tabix', 'blacklist', 'cooler_balance', 'output', 'cooler_balance', 'Hi-C', 'runtime parameter for tool cooler_balance', 'Bin size in bp', 'genome name', 'Juicer Medium Tabix with validPairs', 'Interactions to consider to calculate weights in normalization step', 'make bed with bins', 'Load pairs in matrix', 'matrix with raw values', 'ICE normalization', 'matrix with iced values']","['parameter', 'input', 'cooler_balance', 'output', 'with', 'cooler_makebins', 'juicer', 'bin', 'hi', 'genome']",0,parameter input cooler_balance output with cooler_makebins juicer bin hi genome,"[813, 644, 222, 697, 52, 815, 640, 718, 778]","[[], [], [], [], [], [], [], [], []]",0.8845711
437,e8327efdc9f31db7.json,[],"[""imported: Clone of 'Avinash Workflow - Nov 14th 2011' shared by 'avinash.banala01@gmail.com_tests_lj"", 'Input dataset', 'Input dataset', 'Input dataset', 'Input dataset', 'Convert Genomic Intervals To Strict BED', 'output1', 'Convert GFF to BED', 'output1', 'CONVERTER_bed_to_genetrack_0', 'Convert Genomic Intervals To Strict BED6', 'output1']","['to', 'convert', 'strict', 'intervals', 'avinash', 'bed', 'genomic', 'clone', 'com_tests_lj', 'shared']",0,to convert strict intervals avinash bed genomic clone com_tests_lj shared,"[463, 607, 491, 731, 772, 761, 141, 863, 930]","[[], [], [], [], [], [], [], ['COVID-19', 'ARTIC', 'covid19.galaxyproject.org'], []]",0.9055692
438,0a009cf9e88171f1.json,"['RNAseq', 'DE', 'Differential', 'expression', 'HISAT2', 'featureCounts', 'EdgeR', 'limmavoom', 'DESeq2', 'transcriptomics', 'mouse', 'multiple']","['RNASeq DE (5 Groups, 3 Replicates_2 Factors) (READ ANNOTATION)', 'SH1_R1', 'Input dataset', 'SH1_R2', 'Input dataset', 'SH2_R1', 'Input dataset', 'SH2_R2', 'Input dataset', 'SH3_R1', 'Input dataset', 'SH3_R2', 'Input dataset', 'ST2_R1', 'Input dataset', 'ST2_R2', 'Input dataset', 'ST3_R1', 'Input dataset', 'ST3_R2', 'Input dataset', 'ST4_R1', 'Input dataset', 'ST4_R2', 'Input dataset', 'DEN1', 'Input dataset', 'DEN2', 'Input dataset', 'DEN3', 'Input dataset', 'WT1', 'Input dataset', 'WT2', 'Input dataset', 'WT3', 'Input dataset', 'Gene_Reference_gff', 'Input dataset', 'IM1', 'Input dataset', 'IM2', 'Input dataset', 'IM3', 'Input dataset', 'HISAT2', 'output_alignments', 'hisat2', 'HISAT2', 'output_alignments', 'hisat2', 'HISAT2', 'output_alignments', 'hisat2', 'HISAT2', 'output_alignments', 'hisat2', 'HISAT2', 'output_alignments', 'hisat2', 'HISAT2', 'output_alignments', 'hisat2', 'HISAT2', 'output_alignments', 'hisat2', 'HISAT2', 'output_alignments', 'hisat2', 'HISAT2', 'output_alignments', 'hisat2', 'HISAT2', 'output_alignments', 'hisat2', 'HISAT2', 'output_alignments', 'hisat2', 'HISAT2', 'output_alignments', 'hisat2', 'HISAT2', 'output_alignments', 'hisat2', 'HISAT2', 'output_alignments', 'hisat2', 'HISAT2', 'output_alignments', 'hisat2', 'featureCounts', 'output_short', 'output_summary', 'featurecounts', 'featureCounts', 'output_short', 'output_summary', 'featurecounts', 'featureCounts', 'output_short', 'output_summary', 'featurecounts', 'featureCounts', 'output_short', 'output_summary', 'featurecounts', 'featureCounts', 'output_short', 'output_summary', 'featurecounts', 'featureCounts', 'output_short', 'output_summary', 'featurecounts', 'featureCounts', 'output_short', 'output_summary', 'featurecounts', 'featureCounts', 'output_short', 'output_summary', 'featurecounts', 'featureCounts', 'output_short', 'output_summary', 'featurecounts', 'featureCounts', 'output_short', 'output_summary', 'featurecounts', 'featureCounts', 'output_short', 'output_summary', 'featurecounts', 'featureCounts', 'output_short', 'output_summary', 'featurecounts', 'featureCounts', 'output_short', 'output_summary', 'featurecounts', 'featureCounts', 'output_short', 'output_summary', 'featurecounts', 'featureCounts', 'output_short', 'output_summary', 'featurecounts', 'limma', 'outTables', 'outReport', 'limma_voom', 'RNAseq', 'DE', 'Differential', 'expression', 'HISAT2', 'featureCounts', 'EdgeR', 'limmavoom', 'DESeq2', 'transcriptomics', 'mouse', 'multiple', 'SH1_R1', 'SH1_R2', 'SH2_R1', 'SH2_R2', 'SH3_R1', 'SH3_R2', 'ST2_R1', 'ST2_R2', 'ST3_R1', 'ST3_R2', 'ST4_R1', 'ST4_R2', 'DEN1', 'DEN2', 'DEN3', 'WT1', 'WT2', 'WT3', 'Gene_Reference_gff', 'IM1', 'IM2', 'IM3', 'SH1_HISAT2', 'SH2_HISAT2', 'SH3_HISAT2', 'ST2_HISAT2', 'ST3_HISAT2', 'ST4_HISAT2', 'DEN1_HISAT2', 'DEN2_HISAT2', 'DEN3_HISAT2', 'WT1_HISAT2', 'WT2_HISAT2', 'WT3_HISAT2', 'IM1_HISAT2', 'IM2_HISAT2', 'IM3_HISAT2', 'SH1_Feature', 'SH2_Feature', 'SH3_Feature', 'ST2_Feature', 'ST3_Feature', 'ST4_Feature', 'DEN1_Feature', 'DEN2_Feature', 'DEN3_Feature', 'WT1_Feature', 'WT2_Feature', 'WT3_Feature', 'IM1_Feature', 'IM2_Feature', 'IM3_Feature']","['edger', '', '', '', '', '', '', '', '', '']",-1,edger         ,"[942, 584, 909, 770, 738, 988, 126, 165, 923]","[[], [], [], [], [], [], [], [], []]",0.75319445
439,55aa743125c2465d.json,"['metagenomics', 'galaxy', 'NGS', 'Metagenomics']","['otu relabelled analysis', 'reads', 'Input dataset', 'qualities', 'Input dataset', 'Select high quality segments', 'output1', 'short_reads_trim_seq', 'FASTA-to-Tabular', 'output', 'fasta_to_tabular', 'Add column', 'out_file1', 'Tabular-to-FASTA', 'output', 'tabular_to_fasta', 'megablast_wrapper', 'megablast_wrapper', 'Compute sequence length', 'output', 'fasta_compute_length', 'Concatenate datasets', 'out_file1', 'Join two Datasets', 'out_file1', 'Filter', 'out_file1', 'Fetch taxonomic representation', 'out_file1', 'gi2taxonomy', 'Find lowest diagnostic rank', 'out_file1', 'lca_wrapper', 'Summarize taxonomy', 'out_file1', 't2t_report', 'Draw phylogeny', 'out_file1', 't2ps', 'metagenomics', 'galaxy', 'NGS', 'Metagenomics']","['out_file1', '', '', '', '', '', '', '', '', '']",0,out_file1         ,"[339, 34, 985, 651, 631, 763, 147, 264, 949]","[[], [], [], [], [], [], [], [], []]",0.9555919
440,67e56a9919ed84f7.json,[],"[""Workflow constructed from history 'Beeta_M_Polymorphic_sites'"", 'father77_R1.fastq', 'Input dataset', 'father77_R2.fastq', 'Input dataset', 'mother78_R1.fastq', 'Input dataset', 'mother78_R2.fastq', 'Input dataset', 'child80_R1.fastq', 'Input dataset', 'child80_R2.fastq', 'Input dataset', 'FastQC', 'html_file', 'text_file', 'fastqc', 'FastQC', 'html_file', 'text_file', 'fastqc', 'Map with BWA-MEM', 'bam_output', 'bwa', 'FastQC', 'html_file', 'text_file', 'fastqc', 'FastQC', 'html_file', 'text_file', 'fastqc', 'Map with BWA-MEM', 'bam_output', 'bwa', 'FastQC', 'html_file', 'text_file', 'fastqc', 'FastQC', 'html_file', 'text_file', 'fastqc', 'Map with BWA-MEM', 'bam_output', 'bwa', 'AddOrReplaceReadGroups', 'outFile', 'picard', 'AddOrReplaceReadGroups', 'outFile', 'picard', 'AddOrReplaceReadGroups', 'outFile', 'picard', 'MergeSamFiles', 'outFile', 'picard', 'Filter', 'out_file2', 'out_file1', 'bamtools_filter', 'MarkDuplicates', 'metrics_file', 'outFile', 'picard', 'CleanSam', 'outFile', 'picard', 'FreeBayes', 'output_vcf', 'freebayes', 'VCFfilter:', 'out_file1', 'vcffilter', 'VCFfilter:', 'out_file1', 'vcffilter', 'VCFfilter:', 'out_file1', 'vcffilter', 'VCFfilter:', 'out_file1', 'vcffilter', 'VCFfilter:', 'out_file1', 'vcffilter', 'VCFfilter:', 'out_file1', 'vcffilter', 'VCFfilter:', 'out_file1', 'vcffilter', 'VCFfilter:', 'out_file1', 'vcffilter', 'VCFselectsamples:', 'out_file1', 'vcfselectsamples', 'VCFselectsamples:', 'out_file1', 'vcfselectsamples', 'VCFselectsamples:', 'out_file1', 'vcfselectsamples', 'VCFfilter:', 'out_file1', 'vcffilter', 'ANNOVAR Annotate VCF', 'output', 'table_annovar', 'ANNOVAR Annotate VCF', 'output', 'table_annovar', 'ANNOVAR Annotate VCF', 'output', 'table_annovar', 'Concatenate datasets', 'out_file1', 'Group', 'out_file1', 'Sort', 'outfile', 'text_processing']","['vcffilter', 'out_file1', 'fastqc', 'outfile', 'input', 'text_file', 'picard', 'html_file', 'fastq', 'dataset']",0,vcffilter out_file1 fastqc outfile input text_file picard html_file fastq dataset,"[1012, 628, 140, 194, 285, 588, 558, 652, 355]","[[], [], [], [], [], [], [], [], []]",0.9592626
441,6822f413a3b09cb4.json,[],"['first workshop', 'WES01_chr22m_R1.fastq', 'Input dataset', 'WES01_chr22m_R2.fastq', 'Input dataset', 'chr22.genes.hg19.bed', 'Input dataset', 'contaminants', 'input_file', 'limits', 'FastQC', 'html_file', 'text_file', 'fastqc', 'contaminants', 'input_file', 'limits', 'FastQC', 'html_file', 'text_file', 'fastqc', 'readtype', 'readtype', 'Trimmomatic', 'fastq_out_r1_paired', 'fastq_out_r2_paired', 'fastq_out_r1_unpaired', 'fastq_out_r2_unpaired', 'trimmomatic', 'contaminants', 'input_file', 'limits', 'FastQC', 'html_file', 'text_file', 'fastqc', 'contaminants', 'input_file', 'limits', 'FastQC', 'html_file', 'text_file', 'fastqc', 'fastq_input', 'fastq_input', 'Map with BWA-MEM', 'bam_output', 'bwa', 'inputFile', 'MarkDuplicates', 'metrics_file', 'outFile', 'picard', 'bed_file', 'input1', 'Filter SAM or BAM, output SAM or BAM', 'output1', 'samtool_filter2', 'input1', 'Flagstat', 'output1', 'samtools_flagstat', 'input1', 'Flagstat', 'output1', 'samtools_flagstat', 'input1', 'BAM-to-SAM', 'output1', 'bam_to_sam', 'input', 'IdxStats', 'output', 'samtools_idxstats', 'inputFile', 'CollectInsertSizeMetrics', 'outFile', 'histFile', 'picard', 'inputA', 'inputB', 'Compute both the depth and breadth of coverage', 'output', 'bedtools', 'FreeBayes', 'output_vcf', 'freebayes', 'input1', 'BAM-to-SAM', 'output1', 'bam_to_sam', 'input', 'Sort', 'out_file1', 'input1', 'VCFfilter:', 'out_file1', 'vcffilter', 'input', 'Summary Statistics', 'out_file1', 'input', 'ANNOVAR Annotate VCF', 'output', 'table_annovar', 'SnpEff eff:', 'snpeff_output', 'statsFile', 'csvFile', 'snpeff', 'input', 'Filter', 'out_file1', 'runtime parameter for tool FastQC', 'runtime parameter for tool FastQC', 'runtime parameter for tool FastQC', 'runtime parameter for tool FastQC', 'runtime parameter for tool FastQC', 'runtime parameter for tool FastQC', 'runtime parameter for tool Trimmomatic', 'runtime parameter for tool Trimmomatic', 'runtime parameter for tool FastQC', 'runtime parameter for tool FastQC', 'runtime parameter for tool FastQC', 'runtime parameter for tool FastQC', 'runtime parameter for tool FastQC', 'runtime parameter for tool FastQC', 'runtime parameter for tool Map with BWA-MEM', 'runtime parameter for tool Map with BWA-MEM', 'runtime parameter for tool MarkDuplicates', 'runtime parameter for tool Filter SAM or BAM, output SAM or BAM', 'runtime parameter for tool Filter SAM or BAM, output SAM or BAM', 'runtime parameter for tool Flagstat', 'runtime parameter for tool Flagstat', 'runtime parameter for tool BAM-to-SAM', 'runtime parameter for tool IdxStats', 'runtime parameter for tool CollectInsertSizeMetrics', 'runtime parameter for tool Compute both the depth and breadth of coverage', 'runtime parameter for tool Compute both the depth and breadth of coverage', 'runtime parameter for tool BAM-to-SAM', 'runtime parameter for tool Sort', 'runtime parameter for tool VCFfilter:', 'runtime parameter for tool Summary Statistics', 'runtime parameter for tool ANNOVAR Annotate VCF', 'runtime parameter for tool Filter', 'WES01_chr22m_R1.fastq', 'WES01_chr22m_R2.fastq', 'chr22.genes.hg19.bed']","['samtools_idxstats', 'output_vcf', 'bedtools', 'summary', 'statistics', 'idxstats', 'collectinsertsizemetrics', 'tool', 'runtime', 'parameter']",-1,samtools_idxstats output_vcf bedtools summary statistics idxstats collectinsertsizemetrics tool runtime parameter,"[30, 114, 399, 742, 268, 905, 154, 220, 610]","[[], [], [], [], [], [], [], ['ATACseq'], []]",0.9396309
442,6471aa8abbb3fa40.json,[],"['HW5-Fetch', 'Fetch closest non-overlapping feature', 'out_file1', 'flanking_features', 'Cut', 'out_file1']","['HW5-Fetch', 'Fetch closest non-overlapping feature', 'out_file1', 'flanking_features', 'Cut', 'out_file1']",,HW5-Fetch Fetch closest non-overlapping feature out_file1 flanking_features Cut out_file1,"[95, 746, 350, 654, 934, 635, 196, 155, 478]","[[], [], [], ['saf', 'gtf'], ['mpvx', 'generic'], [], [], ['COVID-19', 'covid19.galaxyproject.org'], []]",0.9065399
443,7cae620eea6326af.json,[],"['Clone of imported: rama proj_tests_lj', 'Input dataset', 'Input dataset', 'Join', 'output', 'join', 'Group', 'out_file1', 'Sort', 'out_file1', 'Select first', 'out_file1', 'Compare two Datasets', 'out_file1', 'Extract Genomic DNA', 'output', 'extract_genomic_dna', 'Extract MAF blocks', 'out_file1', 'Stitch MAF blocks', 'out_file1', 'hyphy_nj_tree_wrapper1']","['stitch', 'maf', 'blocks', '', '', '', '', '', '', '']",-1,stitch maf blocks       ,"[278, 438, 967, 909, 645, 745, 168, 519, 113]","[[], ['RNAseq', 'DE', 'Differential', 'expression', 'HISAT2', 'featureCounts', 'EdgeR', 'limmavoom', 'DESeq2', 'transcriptomics', 'mouse', 'multiple'], [], [], [], [], [], [], []]",0.71098125
444,8e5efd04399c6838.json,[],"['From peaks to genes (imported from uploaded file)', 'Reference regions', 'Input dataset', 'Convert Genomic Intervals To BED', 'output1', 'Intersect', 'output', 'intersect', 'input1', 'Group', 'out_file1', 'runtime parameter for tool Group', 'Reference regions', 'Peak Regions']","['tool', 'runtime', 'parameter', 'intervals', 'genomic', 'for', 'convert', 'bed', 'to', 'intersect']",-1,tool runtime parameter intervals genomic for convert bed to intersect,"[544, 455, 283, 173, 879, 509, 163, 197, 94]","[[], [], ['name:suhasini'], [], [], [], [], ['Workflow', 'test'], ['Rna', 'Rnaseq', 'Bioinformatics']]",0.89707446
445,4f02edb5c9bb84ab.json,[],"[""Workflow constructed from history 'Unnamed history'"", 'Input Dataset', 'Input dataset', 'Input Dataset', 'Input dataset', 'size', 'Get flanks', 'out_file1', 'get_flanks', 'Intersect', 'output', 'intersect', 'runtime parameter for tool Get flanks']","['size', '', '', '', '', '', '', '', '', '']",-1,size         ,"[519, 639, 504, 800, 689, 765, 774, 899, 700]","[[], [], [], [], [], [], ['aptamer', 'SELEX'], ['asbmr2016'], ['asbmr2016']]",0.7197417
